,0,1
2,109,79
3,98,75
4,26,91
5,97,75
6,16,64
7,98,53
8,91,102
9,35,43
10,110,49
11,32,62
12,63,112
13,76,48
14,58,99
15,75,98
16,48,19
17,75,98
18,90,25
19,30,70
20,50,110
21,33,58
22,66,16
23,33,51
24,103,37
25,31,73
26,79,109
27,31,55
28,79,19
29,73,97
30,36,103
31,34,54
32,37,25
33,32,71
34,19,80
35,32,57
36,102,93
37,94,53
38,18,50
39,38,50
40,112,64
41,36,62
42,56,97
43,36,53
44,89,44
45,74,97
46,58,97
47,36,48
48,46,32
49,75,37
50,65,64
51,32,54
52,45,36
53,34,74
54,73,32
55,32,52
56,46,36
57,32,74
58,90,84
59,34,54
60,100,64
61,36,53
62,73,35
63,76,39
64,48,38
65,73,37
66,46,40
67,69,36
68,77,38
69,71,35
70,71,34
71,38,51
72,46,39
73,73,35
74,74,36
75,37,52
76,96,63
77,36,52
78,33,52
79,35,53
80,46,41
81,71,35
82,73,36
83,36,52
84,47,41
85,36,52
86,47,40
87,36,52
88,47,40
89,36,53
90,72,36
91,36,52
92,36,52
93,36,52
94,36,52
95,36,52
96,37,51
97,36,53
98,36,52
99,36,52
100,95,63
101,37,52
102,36,52
103,36,52
104,37,51
105,37,52
106,36,52
107,37,52
108,36,52
109,37,52
110,36,52
111,36,52
112,36,52
113,37,52
114,36,52
115,36,52
116,36,52
117,36,52
118,36,52
119,36,52
120,37,52
121,37,52
122,36,52
123,37,52
124,36,52
125,36,52
126,36,52
127,36,52
128,37,52
129,36,52
130,36,52
131,36,52
132,36,52
133,36,52
134,36,52
135,36,52
136,36,52
137,36,52
138,36,52
139,37,52
140,36,52
141,36,52
142,36,52
143,36,52
144,36,52
145,36,52
146,36,52
147,36,52
148,36,52
149,36,52
150,36,52
151,36,52
152,36,52
153,36,52
154,36,52
155,36,52
156,36,52
157,36,52
158,36,52
159,36,52
160,36,52
161,36,52
162,36,52
163,36,52
164,36,52
165,36,52
166,36,52
167,36,52
168,36,52
169,36,52
170,36,52
171,36,52
172,36,52
173,36,52
174,36,52
175,36,52
176,36,52
177,36,52
178,36,52
179,36,52
180,36,52
181,36,52
182,36,52
183,36,52
184,36,52
185,36,52
186,36,52
187,36,52
188,36,52
189,36,52
190,36,52
191,36,52
192,36,52
193,36,52
194,36,52
195,36,52
196,36,52
197,36,52
198,36,52
199,36,52
200,36,52
201,36,52
202,36,52
203,36,52
204,36,52
205,36,52
206,36,52
207,36,52
208,36,52
209,36,52
210,36,52
211,36,52
212,36,52
213,36,52
214,36,52
215,36,52
216,36,52
217,36,52
218,36,52
219,36,52
220,36,52
221,36,52
222,36,52
223,36,52
224,36,52
225,36,52
226,36,52
227,36,52
228,36,52
229,36,52
230,36,52
231,36,52
232,36,52
233,36,52
234,36,52
235,36,52
236,36,52
237,36,52
238,36,52
239,36,52
240,36,52
241,36,52
242,36,52
243,36,52
244,36,52
245,36,52
246,36,52
247,36,52
248,36,52
249,36,52
250,36,52
251,36,52
252,36,52
253,36,52
254,36,52
255,36,52
256,36,52
257,36,52
258,36,52
259,36,52
260,36,52
261,36,52
262,36,52
263,36,52
264,36,52
265,36,52
266,36,52
267,36,52
268,36,52
269,36,52
270,36,52
271,36,52
272,36,52
273,36,52
274,36,52
275,36,52
276,36,52
277,36,52
278,36,52
279,36,52
280,36,52
281,36,52
282,36,52
283,36,52
284,36,52
285,36,52
286,36,52
287,36,52
288,36,52
289,36,52
290,36,52
291,36,52
292,36,52
293,36,52
294,36,52
295,36,52
296,36,52
297,36,52
298,36,52
299,36,52
300,36,52
301,36,52
302,36,52
303,36,52
304,36,52
305,36,52
306,36,52
307,36,52
308,36,52
309,36,52
310,36,52
311,36,52
312,36,52
313,36,52
314,36,52
315,36,52
316,36,52
317,36,52
318,36,52
319,36,52
320,36,52
321,36,52
322,36,52
323,36,52
324,36,52
325,36,52
326,36,52
327,36,52
328,36,52
329,36,52
330,36,52
331,36,52
332,36,52
333,36,52
334,36,52
335,36,52
336,36,52
337,36,52
338,36,52
339,36,52
340,36,52
341,36,52
342,36,52
343,36,52
344,36,52
345,36,52
346,36,52
347,36,52
348,36,52
349,36,52
350,36,52
351,36,52
352,36,52
353,36,52
354,36,52
355,36,52
356,36,52
357,36,52
358,36,52
359,36,52
360,36,52
361,36,52
362,36,52
363,36,52
364,36,52
365,36,52
366,36,52
367,36,52
368,36,52
369,36,52
370,36,52
371,36,52
372,36,52
373,36,52
374,36,52
375,36,52
376,36,52
377,36,52
378,36,52
379,36,52
380,36,52
