,0,1
2,217,157
3,199,151
4,52,183
5,196,150
6,33,128
7,53,128
8,183,204
9,68,84
10,219,99
11,57,128
12,127,223
13,172,68
14,51,72
15,68,84
16,97,39
17,172,68
18,182,50
19,57,139
20,100,219
21,58,107
22,130,33
23,64,99
24,205,73
25,58,149
26,157,219
27,59,106
28,158,38
29,149,199
30,72,205
31,85,188
32,74,51
33,57,148
34,38,159
35,58,113
36,204,185
37,197,105
38,37,99
39,68,88
40,223,128
41,170,68
42,111,197
43,126,55
44,186,85
45,150,199
46,148,59
47,86,186
48,89,62
49,57,150
50,189,173
51,58,106
52,205,128
53,64,149
54,150,58
55,59,103
56,92,73
57,58,150
58,185,170
59,65,106
60,205,128
61,72,107
62,145,68
63,127,126
64,95,76
65,146,72
66,102,183
67,67,105
68,195,127
69,140,71
70,142,68
71,67,105
72,93,77
73,146,69
74,147,71
75,67,106
76,194,127
77,69,106
78,55,103
79,200,127
80,204,127
81,71,107
82,145,72
83,70,107
84,192,126
85,71,106
86,94,79
87,71,107
88,94,79
89,71,108
90,143,71
91,70,107
92,190,127
93,71,107
94,191,126
95,71,107
96,191,127
97,71,107
98,191,127
99,71,107
100,190,126
101,71,107
102,71,107
103,71,107
104,71,106
105,71,107
106,71,107
107,71,107
108,70,107
109,71,107
110,71,107
111,71,107
112,71,107
113,71,107
114,70,107
115,71,107
116,71,107
117,71,107
118,71,107
119,70,107
120,190,126
121,71,107
122,71,107
123,71,107
124,71,107
125,71,107
126,71,107
127,71,107
128,71,107
129,71,107
130,71,107
131,71,107
132,71,107
133,71,107
134,71,107
135,70,107
136,71,107
137,71,107
138,71,107
139,71,107
140,71,107
141,71,107
142,71,107
143,71,107
144,71,107
145,71,107
146,71,107
147,71,107
148,71,107
149,71,107
150,71,107
151,71,107
152,71,107
153,71,107
154,71,107
155,71,107
156,71,107
157,71,107
158,71,107
159,71,107
160,71,107
161,71,107
162,71,107
163,71,107
164,71,107
165,71,107
166,71,107
167,71,107
168,71,107
169,71,107
170,71,107
171,71,107
172,71,107
173,71,107
174,71,107
175,71,107
176,71,107
177,71,107
178,71,107
179,71,107
180,71,107
181,71,107
182,71,107
183,71,107
184,71,107
185,71,107
186,71,107
187,71,107
188,71,107
189,71,107
190,71,107
191,71,107
192,71,107
193,71,107
194,71,107
195,71,107
196,71,107
197,71,107
198,71,107
199,71,107
200,71,107
201,71,107
202,71,107
203,71,107
204,71,107
205,71,107
206,71,107
207,71,107
208,71,107
209,71,107
210,71,107
211,71,107
212,71,107
213,71,107
214,71,107
215,71,107
216,71,107
217,71,107
218,71,107
219,71,107
220,71,107
221,71,107
222,71,107
223,71,107
224,71,107
225,71,107
226,71,107
227,71,107
228,71,107
229,71,107
230,71,107
231,71,107
232,71,107
233,71,107
234,71,107
235,71,107
236,71,107
237,71,107
238,71,107
239,71,107
240,71,107
241,71,107
242,71,107
243,71,107
244,71,107
245,71,107
246,71,107
247,71,107
248,71,107
249,71,107
250,71,107
251,71,107
252,71,107
253,71,107
254,71,107
255,71,107
256,71,107
257,71,107
258,71,107
259,71,107
260,71,107
261,71,107
262,71,107
263,71,107
264,71,107
265,71,107
266,71,107
267,71,107
268,71,107
269,71,107
270,71,107
271,71,107
272,71,107
273,71,107
274,71,107
275,71,107
276,71,107
277,71,107
278,71,107
279,71,107
280,71,107
281,71,107
282,71,107
283,71,107
284,71,107
285,71,107
286,71,107
287,71,107
288,71,107
289,71,107
290,71,107
291,71,107
292,71,107
293,71,107
294,71,107
295,71,107
296,71,107
297,71,107
298,71,107
299,71,107
300,71,107
301,71,107
302,71,107
303,71,107
304,71,107
305,71,107
306,71,107
307,71,107
308,71,107
309,71,107
310,71,107
311,71,107
312,71,107
313,71,107
314,71,107
315,71,107
316,71,107
317,71,107
318,71,107
319,71,107
320,71,107
321,71,107
322,71,107
323,71,107
324,71,107
325,71,107
326,71,107
327,71,107
328,71,107
329,71,107
330,71,107
331,71,107
332,71,107
333,71,107
334,71,107
335,71,107
336,71,107
337,71,107
338,71,107
339,71,107
340,71,107
341,71,107
342,71,107
343,71,107
344,71,107
345,71,107
346,71,107
347,71,107
348,71,107
349,71,107
350,71,107
351,71,107
352,71,107
353,71,107
354,71,107
355,71,107
356,71,107
357,71,107
358,71,107
359,71,107
360,71,107
361,71,107
362,71,107
363,71,107
364,71,107
365,71,107
366,71,107
367,71,107
368,71,107
369,71,107
370,71,107
371,71,107
372,71,107
373,71,107
374,71,107
375,71,107
376,71,107
377,71,107
378,71,107
379,71,107
380,71,107
381,71,107
382,71,107
383,71,107
384,71,107
385,71,107
386,71,107
387,71,107
388,71,107
389,71,107
390,71,107
391,71,107
392,71,107
393,71,107
394,71,107
395,71,107
396,71,107
397,71,107
398,71,107
399,71,107
400,71,107
401,71,107
402,71,107
403,71,107
404,71,107
405,71,107
406,71,107
407,71,107
408,71,107
409,71,107
410,71,107
411,71,107
412,71,107
413,71,107
414,71,107
415,71,107
416,71,107
417,71,107
418,71,107
419,71,107
420,71,107
421,71,107
422,71,107
423,71,107
424,71,107
425,71,107
426,71,107
427,71,107
428,71,107
429,71,107
430,71,107
431,71,107
432,71,107
433,71,107
434,71,107
435,71,107
436,71,107
437,71,107
438,71,107
439,71,107
440,71,107
441,71,107
442,71,107
443,71,107
444,71,107
445,71,107
446,71,107
447,71,107
448,71,107
449,71,107
450,71,107
451,71,107
452,71,107
453,71,107
454,71,107
455,71,107
456,71,107
457,71,107
458,71,107
459,71,107
460,71,107
461,71,107
462,71,107
463,71,107
464,71,107
465,71,107
466,71,107
467,71,107
468,71,107
469,71,107
470,71,107
471,71,107
472,71,107
473,71,107
474,71,107
475,71,107
476,71,107
477,71,107
478,71,107
479,71,107
480,71,107
481,71,107
482,71,107
483,71,107
484,71,107
485,71,107
486,71,107
487,71,107
488,71,107
489,71,107
490,71,107
491,71,107
492,71,107
493,71,107
494,71,107
495,71,107
496,71,107
497,71,107
498,71,107
499,71,107
500,71,107
501,71,107
